name,specialtylabel
neoplasm of fallopian tube (disorder),oncology
Neoplasm of the Fallopian Tube,oncology
Tubal cancer,oncology
tumor of fallopian tube,oncology
tumor of the fallopian tube,oncology
"tumor, fallopian tube, malignant",oncology
carcinoma of renal Collecting duct,oncology
collecting duct carcinoma,oncology
Collecting duct carcinoma,oncology
"renal carcinoma, collecting duct type",oncology
renal Medullary carcinoma,oncology
"Odontogenic Cyst, Calcifying",oncology
Squamous Cell Thyroid Gland Carcinoma,oncology
thyroid gland squamous cell carcinoma,oncology
chronic phase myeloid leukemia,oncology
Vulvar vestibulitis,obstetrics and gynaecology
hyperandrogenism,obstetrics and gynaecology
threatened abortion,obstetrics and gynaecology
X-linked intellectual disability,neurology
brain cancer,neurology
Neuropsychiatric systemic lupus erythematosus,neurology
corneal disease,neurology
megalencephaly,neurology
ocular motility disease,neurology
New daily persistent headache,neurology
myoclonic epilepsy,neurology
primary open angle glaucoma,neurology
Osteoid Osteoma,oncology
Gardner syndrome,oncology
Gardner's Syndrome,oncology
Embryonic Lipoma,oncology
Fetal Lipoma,oncology
Infantile Lipoma,oncology
megalencephaly,pediatrics
"megalencephaly, autosomal dominant",pediatrics
X-linked congenital stationary night blindness,ophthalmology
eyelid neoplasm,ophthalmology
eyelid benign neoplasm,ophthalmology
Eyelid Neoplasm,ophthalmology
eyelid neoplasm (disease),ophthalmology
eyelid neoplasms,ophthalmology
Eyelid Tumor,ophthalmology
neoplasm of eyelid,ophthalmology
Neoplasm of the Eyelid,ophthalmology
palpebral tumor,ophthalmology
tumor of eyelid,ophthalmology
tumor of the eyelid,ophthalmology
Hamman's syndrome,pulmonology
chronic tonsillitis,pulmonology
bagassosis,pulmonology
bagasse extrinsic allergic alveolitis,pulmonology
Bagassosis (disorder),pulmonology
sugar cane worker pneumonitis,pulmonology
catastrophic antiphospholipid syndrome,otolaryngology
CAPS,otolaryngology
Asherson's syndrome,otolaryngology
Catastrophic APS,otolaryngology
chronic pyelonephritis,urology
impaired renal function disease,urology
"pyelonephritis, chronic",urology
disease of kidney,urology
obsolete impaired renal function disease,urology
Jansky–Bielschowsky disease,endocrinology
AL amyloidosis,endocrinology
Albright's hereditary osteodystrophy,endocrinology
Aldolase A deficiency,endocrinology
carbamoyl phosphate synthetase I deficiency disease,endocrinology
Myelodysplastic–myeloproliferative diseases,hematology
Traumatic bone cyst,gastroenterology
tricho–dento–osseous syndrome,gastroenterology
congenital bile acid synthesis defect,gastroenterology
drug-induced hepatitis,gastroenterology
benign lymphoepithelial lesion of salivary gland,gastroenterology
bile duct carcinoma,gastroenterology
Haemoperitoneum,gastroenterology
"Intraabdominal bleeding, hemoperitoneum",gastroenterology
gastro-esophageal laceration syndrome,gastroenterology
Gardner syndrome,gastroenterology
Gardner's Syndrome,gastroenterology
TDO,gastroenterology
Enamel hypoplasia and hypocalcification with associated strikingly curly hair,gastroenterology
Tdo Syndrome,gastroenterology
TDO syndrome,gastroenterology
tricho-dento-osseous syndrome,gastroenterology
Tricho-Dento-Osseous Syndrome,gastroenterology
TRICHODENTOOSSEOUS SYNDROME,gastroenterology
TRICHODENTOOSSEOUS SYNDROME; TDO,gastroenterology
trichodontoosseous syndrome,gastroenterology
CBA,gastroenterology
3-beta-hydroxy-delta-5-C27-steroid oxidoreductase deficiency,gastroenterology
BASD,gastroenterology
cholestasis with delta(4)-3-oxosteroid-5-beta-reductase deficiency,gastroenterology
Drug-induced chronic hepatitis,gastroenterology
Drug-induced chronic hepatitis (disorder),gastroenterology
Benign Lymphoepithelial Lesion of Salivary Gland,gastroenterology
benign lymphoepithelial lesion of salivary gland (disorder),gastroenterology
Benign Lymphoepithelial Lesion of the Salivary Gland,gastroenterology
Benign Salivary Gland Lymphoepithelial Lesion,gastroenterology
Godwin tumor,gastroenterology
Bile Duct Carcinoma,gastroenterology
carcinoma of bile duct,gastroenterology
Parkinson's syndrome,neurology
Parkinsonism,neurology
Parkinson-like syndrome,neurology
parkinsonian disorders,neurology
parkinsonism,neurology
rare hypokinetic movement disorder,neurology
Classic apraxia,neurology
Classic apraxia (finding) [Ambiguous],neurology
Ideomotor dyspraxia,neurology
Ideomotor dyspraxia (disorder),neurology
Limb-kinetic apraxia,neurology
Limb-kinetic apraxia (finding),neurology
Transcortical apraxia,neurology
Transcortical apraxia (finding),neurology
NPH,neurology
Chronic adult hydrocephalus,neurology
"HYDROCEPHALUS, NORMAL-PRESSURE",neurology
low pressure hydrocephalus,neurology
symptomatic hydrocephalus,neurology
fluent aphasia,neurology
posterior aphasia,neurology
sensory aphasia,neurology
Wernicke’s aphasia,neurology
"Odontogenic Cyst, Calcifying",rheumatology
CAPS,rheumatology
Asherson's syndrome,rheumatology
Catastrophic APS,rheumatology
Raynaud's disease,rheumatology
Raynaud's syndrome,rheumatology
Raynaud's phenomenon,rheumatology
Raynauds phenomenon,rheumatology
"Odontogenic Cyst, Calcifying",oral and maxillofacial surgery
arthritis mutilans,rheumatology
calcifying odontogenic cyst,rheumatology
catastrophic antiphospholipid syndrome,rheumatology
Raynaud syndrome,rheumatology
setariosis,veterinary medicine
intrauterine growth restriction,pediatrics
fetal growth restriction,pediatrics
fetal growth retardation,pediatrics
Fetal growth retardation,pediatrics
Fetal SGA,pediatrics
Fetal Small for Gestational Age,pediatrics
Fetus Small for Gestational Age,pediatrics
FGR,pediatrics
Intrauterine growth restriction,pediatrics
Intrauterine Growth Restriction,pediatrics
intrauterine growth retardation,pediatrics
Intrauterine Growth Retardation,pediatrics
IUGR,pediatrics
IUGR (intrauterine growth restriction),pediatrics
Infectious Disease by Setaria,veterinary medicine
infectious disease by Setaria (disorder),veterinary medicine
setariasis,veterinary medicine
Acne necrotica miliaris,dermatology
alternaria infection,dermatology
venous insufficiency ulceration,dermatology
neuropathic ulcer,dermatology
neurotrophic ulcer,dermatology
Cryopyrin associated periodic fever syndrome,dermatology
Cryopyrin-Associated Periodic Syndromes,dermatology
androgen excess,obstetrics and gynaecology
hyperandrogenization syndrome,obstetrics and gynaecology
"Abortion, Threatened",obstetrics and gynaecology
threatened miscarriage,obstetrics and gynaecology
NPSLE,cardiology
Venous Thromboembolism,cardiology
hypertensive nephropathy,cardiology
hypertensive renal disease,cardiology
"familial amyloid neuropathy, Finnish type",ophthalmology
"familial amyloid neuropathy, Finnish type (disorder)",ophthalmology
lattice corneal dystrophy,ophthalmology
Lattice corneal dystrophy (disorder),ophthalmology
Lattice corneal dystrophy [Ambiguous],ophthalmology
visual field defect,ophthalmology
birdshot chorioretinitis,ophthalmology
BIRDSHOT CHORIORETINOPATHY,ophthalmology
birdshot retinochoroiditis,ophthalmology
birdshot retinochoroidopathy,ophthalmology
BSCR,ophthalmology
"Multiple small, cream-colored lesions, symmetrically scattered mainly around the optic disk",ophthalmology
vitiliginous choroiditis,ophthalmology
primary angle-closure glaucoma,neurology
Trichilemmoma,oncology
urogenital neoplasm,oncology
pancreatic ductal carcinoma,oncology
tonsil cancer,oncology
tongue cancer,oncology
brain cancer,oncology
myxopapillary ependymoma,oncology
Paradental cyst,oncology
hard palate cancer,oncology
bile duct carcinoma,oncology
atypical chronic myeloid leukemia,oncology
ovarian neoplasm,oncology
tricholemmoma,oncology
Genito-urinary Neoplasm,oncology
Genito-urinary Neoplasms,oncology
genitourinary cancer,oncology
Genitourinary Neoplasm,oncology
Genitourinary Neoplasms,oncology
"Neoplasm, Genito-urinary",oncology
"Neoplasm, Genitourinary",oncology
"Neoplasm, Urogenital",oncology
"Neoplasms, Genito-urinary",oncology
"Neoplasms, Genitourinary",oncology
"Neoplasms, Urogenital",oncology
Urogenital Neoplasm,oncology
Urogenital Neoplasms,oncology
"Carcinoma, Pancreatic Ductal",oncology
malignant neoplasm of duct of Wirsung,oncology
pancreatic duct cancer,oncology
pancreatic ductal adenocarcinoma,oncology
Pancreatic ductal carcinoma,oncology
cancer of tonsil,oncology
malignant neoplasm of faucial tonsil,oncology
malignant neoplasm of faucial tonsil (disorder),oncology
malignant neoplasm of palatine tonsil,oncology
malignant neoplasm of palatine tonsil (disorder),oncology
Malignant Neoplasm of the Tonsil,oncology
Malignant Neoplasm of Tonsil,oncology
"malignant neoplasm of tonsil, faucial",oncology
Malignant Tonsil Neoplasm,oncology
Malignant Tonsil Tumor,oncology
Malignant Tonsillar Neoplasm,oncology
malignant tonsillar tumor,oncology
Malignant Tumor of the Tonsil,oncology
malignant tumor of tonsil,oncology
malignant tumor of tonsil (disorder),oncology
cancer of tongue,oncology
malignant neoplasm of anterior 2/3 of tongue,oncology
malignant neoplasm of anterior 2/3 of tongue unspecified (disorder),oncology
malignant neoplasm of anterior two-thirds of tongue,oncology
"malignant neoplasm of anterior two-thirds of tongue, part unspecified",oncology
malignant neoplasm of base of tongue,oncology
malignant neoplasm of border of tongue,oncology
malignant neoplasm of dorsal surface of tongue,oncology
malignant neoplasm of dorsal tongue,oncology
malignant neoplasm of dorsal tongue NOS,oncology
malignant neoplasm of dorsum of tongue,oncology
malignant neoplasm of dorsum of tongue NOS (disorder),oncology
malignant neoplasm of fixed part of tongue,oncology
malignant neoplasm of fixed part of tongue NOS,oncology
malignant neoplasm of fixed part of tongue NOS (disorder),oncology
malignant neoplasm of junctional zone of tongue,oncology
malignant neoplasm of lingual tonsil,oncology
malignant neoplasm of mobile part of tongue,oncology
malignant neoplasm of mobile part of tongue NOS,oncology
malignant neoplasm of other sites of tongue,oncology
malignant neoplasm of other sites of tongue (disorder),oncology
Malignant Neoplasm of the Tongue,oncology
malignant neoplasm of tip and lateral border of tongue,oncology
malignant neoplasm of tip and/or lateral border of tongue,oncology
malignant neoplasm of tongue,oncology
malignant neoplasm of tongue NOS,oncology
malignant neoplasm of tongue NOS (disorder),oncology
"malignant neoplasm of tongue, NOS",oncology
"malignant neoplasm of tongue, tip and lateral border",oncology
"malignant neoplasm of tongue, tip and lateral border (disorder)",oncology
malignant neoplasm of ventral surface of tongue,oncology
malignant neoplasm of ventral tongue surface,oncology
malignant neoplasm of ventral tongue surface NOS (disorder),oncology
malignant tongue neoplasm,oncology
Malignant Tongue Tumor,oncology
malignant tumor of anterior two-thirds of tongue,oncology
malignant tumor of anterior two-thirds of tongue (disorder),oncology
malignant tumor of base of tongue,oncology
malignant tumor of base of tongue (disorder),oncology
malignant tumor of lingual tonsil,oncology
malignant tumor of lingual tonsil (disorder),oncology
malignant tumor of mobile part of tongue,oncology
malignant tumor of Posterior Tongue,oncology
Malignant Tumor of the Tongue,oncology
malignant tumor of tongue,oncology
malignant tumor of tongue (disorder),oncology
Tongue carcinoma,oncology
Tongue neoplasm malignant,oncology
Tongue neoplasm malignant stage Unspecified,oncology
"Tongue Neoplasm, Malignant",oncology
AIDS-related lymphoma,angiology
calcifying odontogenic cyst,oral and maxillofacial surgery
multiple primary neoplasms,oncology
nasal cancer,oncology
lymphosarcoma,oncology
eyelid neoplasm,oncology
hidradenoma,oncology
brain malignant  neoplasm,oncology
malignant brain neoplasm,oncology
malignant brain tumor,oncology
malignant brain tumour,oncology
malignant neoplasm of the brain,oncology
malignant primary brain neoplasm,oncology
malignant primary brain tumor,oncology
malignant tumor of Brain,oncology
primary malignant neoplasm of brain (disorder),oncology
"EPENDYMOMA, BENIGN",oncology
Myxopapillary Ependymoma,oncology
Myxopapillary ependymoma (morphologic abnormality),oncology
cancer of hard palate,oncology
Hard Palate,oncology
malignant hard palate neoplasm,oncology
Malignant Hard Palate Tumor,oncology
malignant neoplasm of hard palate,oncology
Malignant Neoplasm of the Hard Palate,oncology
malignant tumor of hard palate,oncology
malignant tumor of hard palate (disorder),oncology
malignant tumor of the Hard Palate,oncology
malignant tumour of hard palate,oncology
Bile Duct Carcinoma,oncology
carcinoma of bile duct,oncology
aCML,oncology
subacute myeloid leukemia,oncology
atypical chronic myeloid leukemia BCR-ABL1 negative,oncology
atypical CML,oncology
subacute granulocytic leukemia,oncology
subacute myelogenous leukemia,oncology
Neoplasm of Ovary,oncology
Neoplasm of the Ovary,oncology
Ovarian Neoplasm,oncology
ovarian neoplasms,oncology
ovarian tumor,oncology
Ovarian Tumor,oncology
Ovarian Tumors,oncology
ovary neoplasm (disease),oncology
ovary tumor,oncology
Tumor of Ovary,oncology
Tumor of the Ovary,oncology
malignant tumor of the nose,oncology
Lymphosarcoma,oncology
Diffuse lymphoma,oncology
malignant lymphoma,oncology
malignant lymphoma (category),oncology
obsolete ymphosarcoma,oncology
eyelid benign neoplasm,oncology
Eyelid Neoplasm,oncology
eyelid neoplasm (disease),oncology
eyelid neoplasms,oncology
Eyelid Tumor,oncology
neoplasm of eyelid,oncology
Neoplasm of the Eyelid,oncology
palpebral tumor,oncology
tumor of eyelid,oncology
tumor of the eyelid,oncology
Sweat gland adenoma,oncology
Adenoma of Sweat Gland,oncology
Adenoma of the Sweat Gland,oncology
"ADENOMA, SWEAT GLAND, BENIGN",oncology
Hidradenoma morphology,oncology
Hidradenoma of skin,oncology
Hidradenoma of skin (disorder),oncology
Sweat gland adenoma (morphologic abnormality),oncology
Syringoadenoma,oncology
Syringoadenoma (disorder),oncology
schizencephaly,neurology
parkinsonian syndrome,neurology
brainstem disease,neurology
ideomotor apraxia,neurology
intercostal neuralgia,neurology
normal pressure hydrocephalus,neurology
receptive aphasia,neurology
Hypertriglyceridemia,endocrinology
dyslipidemia,endocrinology
fatty acid metabolism disorder,endocrinology
lipid metabolism disorders,endocrinology
MEA,endocrinology
MEN,endocrinology
Multiple Endocrine Adenomatosis,endocrinology
Multiple endocrine adenomatosis,endocrinology
MEA - Multiple endocrine adenomatosis,endocrinology
