Title;EID;DOI;DocumentType;Year;Disease;Category
Deep Learning Hybrid with Binary Dragonfly Feature Selection for the Wisconsin Breast Cancer Dataset;2-s2.0-85103715227;10.14569/IJACSA.2021.0120314;Article;2021;breast tumor;dermatology
Discriminant Knowledge Extraction from Electrocardiograms for Automated Diagnosis of Myocardial Infarction;2-s2.0-85102726120;10.1007/978-3-030-69886-7_6;Conference Paper;2021;heart diseases;cardiology
Discriminant Knowledge Extraction from Electrocardiograms for Automated Diagnosis of Myocardial Infarction;2-s2.0-85102726120;10.1007/978-3-030-69886-7_6;Conference Paper;2021;heart disease;cardiology
The diagnosis of tuberculous meningitis in adults and adolescents: Protocol for a systematic review and individual patient data meta-analysis to inform a multivariable prediction model;2-s2.0-85100798569;10.12688/wellcomeopenres.15056.3;Article;2021;meningitis;infectious diseases
The diagnosis of tuberculous meningitis in adults and adolescents: Protocol for a systematic review and individual patient data meta-analysis to inform a multivariable prediction model;2-s2.0-85100798569;10.12688/wellcomeopenres.15056.3;Article;2021;Meningitis;infectious diseases
Efficient Brain Tumor Detection Based on Deep Learning Models;2-s2.0-85124045614;10.1088/1742-6596/2128/1/012012;Conference Paper;2021;brain tumors;neurosurgery
Efficient Brain Tumor Detection Based on Deep Learning Models;2-s2.0-85124045614;10.1088/1742-6596/2128/1/012012;Conference Paper;2021;brain tumor;neurosurgery
Efficient Brain Tumor Detection Based on Deep Learning Models;2-s2.0-85124045614;10.1088/1742-6596/2128/1/012012;Conference Paper;2021;Pituitary Tumor;oncology
Efficient Fundus Image Gradeability Approach Based on Deep Reconstruction-Classification Network;2-s2.0-85117938923;10.3233/FAIA210160;Conference Paper;2021;age related macular degeneration;ophthalmology
Efficient Fundus Image Gradeability Approach Based on Deep Reconstruction-Classification Network;2-s2.0-85117938923;10.3233/FAIA210160;Conference Paper;2021;macular degeneration;ophthalmology
Recognition of livestock disease using adaptive neuro-fuzzy inference system;2-s2.0-85115617260;10.4018/IJSKD.2021100107;Article;2021;bronchitis;pulmonology
DiaMe: IoMT deep predictive model based on threshold aware region growing technique;2-s2.0-85107296702;10.11591/ijece.v11i5.pp4250-4262;Article;2021;brain tumor;neurosurgery
Ontology-Driven Approach for Liver MRI Classification and HCC Detection;2-s2.0-85118797051;10.1142/S0218001421600077;Article;2021;cirrhosis;hepatology
The feasibility of using machine learning to classify calls to south african emergency dispatch centres according to prehospital diagnosis, by utilising caller descriptions of the incident;2-s2.0-85114263340;10.3390/healthcare9091107;Article;2021;sepsis;infectious diseases
An automated CAD system for accurate grading of uveitis using optical coherence tomography images;2-s2.0-85112369253;10.3390/s21165457;Article;2021;uveitis;ophthalmology
An automated CAD system for accurate grading of uveitis using optical coherence tomography images;2-s2.0-85112369253;10.3390/s21165457;Article;2021;Uveitis;ophthalmology
An automated CAD system for accurate grading of uveitis using optical coherence tomography images;2-s2.0-85112369253;10.3390/s21165457;Article;2021;uvea inflammation;ophthalmology
Efficient heart disease diagnosis based on twin support vector machine;2-s2.0-85116223969;10.29354/DIAG/139241;Article;2021;heart disease;cardiology
The application of machine learning in predicting outcome of cryotherapy and immunotherapy for wart removal;2-s2.0-85110934964;10.5021/ad.2021.33.4.345;Article;2021;discomfort;podiatry
Multi-label transfer learning for identifying lung diseases using chest X-rays;2-s2.0-85114202986;10.1109/ICEEM52022.2021.9480622;Conference Paper;2021;Thoracic Disease;pulmonology
Multi-label transfer learning for identifying lung diseases using chest X-rays;2-s2.0-85114202986;10.1109/ICEEM52022.2021.9480622;Conference Paper;2021;thoracic diseases;pulmonology
Multi-label transfer learning for identifying lung diseases using chest X-rays;2-s2.0-85114202986;10.1109/ICEEM52022.2021.9480622;Conference Paper;2021;thoracic disease;pulmonology
Digital biosurveillance for zoonotic disease detection in kenya;2-s2.0-85114386452;10.3390/pathogens10070783;Article;2021;rabies;infectious diseases
Digital biosurveillance for zoonotic disease detection in kenya;2-s2.0-85114386452;10.3390/pathogens10070783;Article;2021;Valley fever;infectious diseases
Extraction of events and qualitative data from texts for the monitoring of infectious diseases: Case of meningitis and COVID-19;2-s2.0-85115804850;10.23919/CISTI52073.2021.9476498;Conference Paper;2021;meningitis;infectious diseases
Extraction of events and qualitative data from texts for the monitoring of infectious diseases: Case of meningitis and COVID-19;2-s2.0-85115804850;10.23919/CISTI52073.2021.9476498;Conference Paper;2021;Meningitis;infectious diseases
Proposed Deep Learning Classification and Ultra-Wide Band Tensors for Localization of Breast Tumor;2-s2.0-85115109905;10.1109/ICECCE52056.2021.9514173;Conference Paper;2021;breast tumor;dermatology
An overview on machine learning methods for ECG Heartbeat Arrhythmia Classification;2-s2.0-85119527470;10.1109/ICDATA52997.2021.00012;Conference Paper;2021;cardiac arrhythmia;rhythmology
An overview on machine learning methods for ECG Heartbeat Arrhythmia Classification;2-s2.0-85119527470;10.1109/ICDATA52997.2021.00012;Conference Paper;2021;Arrhythmia;rhythmology
An overview on machine learning methods for ECG Heartbeat Arrhythmia Classification;2-s2.0-85119527470;10.1109/ICDATA52997.2021.00012;Conference Paper;2021;arrhythmia;rhythmology
An overview on machine learning methods for ECG Heartbeat Arrhythmia Classification;2-s2.0-85119527470;10.1109/ICDATA52997.2021.00012;Conference Paper;2021;CARDIAC ARRHYTHMIA;rhythmology
Trabecular Bone Microarchitecture Assessment and Fracture Risk Prediction Using Machine Learning Techniques: A Short Review;2-s2.0-85113671921;10.1109/MI-STA52233.2021.9464362;Conference Paper;2021;fracture;osteology
Sensitivity analysis of coronary heart disease using two deep learning algorithms CNN RNN;2-s2.0-85118943646;;Conference Paper;2021;heart diseases;cardiology
Sensitivity analysis of coronary heart disease using two deep learning algorithms CNN RNN;2-s2.0-85118943646;;Conference Paper;2021;heart disease;cardiology
Sensitivity analysis of coronary heart disease using two deep learning algorithms CNN RNN;2-s2.0-85118943646;;Conference Paper;2021;hypertension;family medicine
Ensemble models for predicting warts treatment methods;2-s2.0-85104121912;;Article;2021;skin infection;dermatology
Ensemble models for predicting warts treatment methods;2-s2.0-85104121912;;Article;2021;Skin Infection;dermatology
Advancing hypertension management in Asia 2021, beyond COVID-19;2-s2.0-85101442230;10.1111/jch.14211;Editorial;2021;hypertension;family medicine
Natural resonance frequency identification for remote sensing and biomedical engineering using Prony method and fuzzy logic;2-s2.0-85077143474;10.1016/j.ejrs.2019.12.001;Article;2021;seizure;epileptology
Multi-model deep learning ensemble for ECG heartbeat arrhythmia classification;2-s2.0-85099296901;10.23919/Eusipco47968.2020.9287520;Conference Paper;2021;heart arrhythmia;rhythmology
Multi-model deep learning ensemble for ECG heartbeat arrhythmia classification;2-s2.0-85099296901;10.23919/Eusipco47968.2020.9287520;Conference Paper;2021;Arrhythmia;rhythmology
Multi-model deep learning ensemble for ECG heartbeat arrhythmia classification;2-s2.0-85099296901;10.23919/Eusipco47968.2020.9287520;Conference Paper;2021;arrhythmia;rhythmology
Prediction of PM10 concentrations in the city of Agadir (Morocco) using non-linear autoregressive artificial neural networks with exogenous inputs (NARX);2-s2.0-85127294218;10.1016/j.matpr.2021.11.340;Conference Paper;2021;heart diseases;cardiology
Prediction of PM10 concentrations in the city of Agadir (Morocco) using non-linear autoregressive artificial neural networks with exogenous inputs (NARX);2-s2.0-85127294218;10.1016/j.matpr.2021.11.340;Conference Paper;2021;heart disease;cardiology
Enhanced CNN Architecture for Invasive Ductal Carcinoma Detection in Breast Histopathology Images;2-s2.0-85127076592;10.1109/ICICIS52592.2021.9694114;Conference Paper;2021;carcinoma;oncology
A robust CNN classification of whole slide thyroid carcinoma images;2-s2.0-85126801778;10.1109/JAC-ECC54461.2021.9691433;Conference Paper;2021;carcinoma;oncology
A robust CNN classification of whole slide thyroid carcinoma images;2-s2.0-85126801778;10.1109/JAC-ECC54461.2021.9691433;Conference Paper;2021;papillary carcinoma;oncology
A robust CNN classification of whole slide thyroid carcinoma images;2-s2.0-85126801778;10.1109/JAC-ECC54461.2021.9691433;Conference Paper;2021;Papillary carcinoma;oncology
Three ResNet Deep Learning Architectures Applied in Pulmonary Pathologies Classification;2-s2.0-85125058930;10.1109/AI-CSP52968.2021.9671211;Conference Paper;2021;Chronic Obstructive Pulmonary Disease (COPD);pulmonology
Three ResNet Deep Learning Architectures Applied in Pulmonary Pathologies Classification;2-s2.0-85125058930;10.1109/AI-CSP52968.2021.9671211;Conference Paper;2021;chronic obstructive pulmonary disease;pulmonology
Brain Tumor Segmentation using 3D U-Net with Hyperparameter Optimization;2-s2.0-85123202956;10.1109/NILES53778.2021.9600556;Conference Paper;2021;brain tumors;neurosurgery
Brain Tumor Segmentation using 3D U-Net with Hyperparameter Optimization;2-s2.0-85123202956;10.1109/NILES53778.2021.9600556;Conference Paper;2021;brain tumor;neurosurgery
Application of radiomics features selection and classification algorithms for medical imaging decision: MRI radiomics breast cancer cases study;2-s2.0-85120859179;10.1016/j.imu.2021.100801;Article;2021;breast tumor;dermatology
A new Machine Learning approach for epilepsy diagnostic based on Sample Entropy;2-s2.0-85120710680;10.1016/j.ifacol.2021.10.280;Conference Paper;2021;neurological disease;neurology
A new Machine Learning approach for epilepsy diagnostic based on Sample Entropy;2-s2.0-85120710680;10.1016/j.ifacol.2021.10.280;Conference Paper;2021;seizure;epileptology
Efficient data-mining algorithm for predicting heart disease based on an angiographic test;2-s2.0-85119148526;10.21315/mjms2021.28.5.12;Article;2021;heart disease;cardiology
Genetic variations analysis for complex brain disease diagnosis using machine learning techniques: opportunities and hurdles;2-s2.0-85117231513;10.7717/PEERJ-CS.697;Article;2021;brain cancer;oncology
Inter-domain Alignment for Predicting High-Resolution Brain Networks Using Teacher-Student Learning;2-s2.0-85116454320;10.1007/978-3-030-87722-4_19;Conference Paper;2021;fracture;osteology
Big Data and IoT for real-time miscarriage prediction A clustering comparative study;2-s2.0-85115204493;10.1016/j.procs.2021.07.025;Conference Paper;2021;miscarriage;obstetrics
Using Amanhi-Act Cohorts For External Validation Of Iowa New-Born Metabolic Profiles Based Models For Postnatal Gestational Age Estimation;2-s2.0-85111774845;10.7189/JOGH.11.04044;Article;2021;preterm birth;pediatrics
Nomogram to early screen multiparous women for preterm birth in a cohort study;2-s2.0-85106373941;10.46300/91011.2021.15.17;Article;2021;preterm birth;pediatrics
Thyroid Nodules Recognition in Ultrasound Images Based on ImageNet Top-Performing Deep Convolutional Neural Networks;2-s2.0-85104476708;10.1007/978-3-030-69418-0_28;Conference Paper;2021;thyroid nodule;endocrinology
Thyroid Nodules Recognition in Ultrasound Images Based on ImageNet Top-Performing Deep Convolutional Neural Networks;2-s2.0-85104476708;10.1007/978-3-030-69418-0_28;Conference Paper;2021;Thyroid nodule;endocrinology
Work-in-Progress: The Use of Big Data and Data Analytics in the Prevention, the Diagnosis and the Monitoring of Long-Term Diseases;2-s2.0-85091499298;10.1007/978-3-030-49932-7_81;Conference Paper;2021;metabolic disease;endocrinology
Work-in-Progress: The Use of Big Data and Data Analytics in the Prevention, the Diagnosis and the Monitoring of Long-Term Diseases;2-s2.0-85091499298;10.1007/978-3-030-49932-7_81;Conference Paper;2021;metabolic diseases;endocrinology
Automatic detection of Parkinsonâ€™s disease from speech using acoustic, prosodic and phonetic features;2-s2.0-85090030701;10.1007/978-3-030-49342-4_8;Conference Paper;2021;language disorder;psychiatry
Classification and watermarking of brain tumor using artificial and convolutional neural networks;2-s2.0-85089462455;10.1007/978-3-030-53970-2_6;Book Chapter;2021;brain tumors;neurosurgery
Classification and watermarking of brain tumor using artificial and convolutional neural networks;2-s2.0-85089462455;10.1007/978-3-030-53970-2_6;Book Chapter;2021;brain tumor;neurosurgery
The ENIGMA-Epilepsy working group: Mapping disease from large data sets;2-s2.0-85085547126;10.1002/hbm.25037;Review;2022;neurological disorder;neurology
An automatic arrhythmia classification model based on improved Marine Predators Algorithm and Convolutions Neural Networks;2-s2.0-85116431145;10.1016/j.eswa.2021.115936;Article;2022;Arrhythmia;rhythmology
An automatic arrhythmia classification model based on improved Marine Predators Algorithm and Convolutions Neural Networks;2-s2.0-85116431145;10.1016/j.eswa.2021.115936;Article;2022;arrhythmia;rhythmology
A Novel Diabetes Healthcare Disease Prediction Framework Using Machine Learning Techniques;2-s2.0-85123745975;10.1155/2022/1684017;Article;2022;metabolic disorder;endocrinology
MFCC-based Recurrent Neural Network for automatic clinical depression recognition and assessment from speech;2-s2.0-85114129743;10.1016/j.bspc.2021.103107;Article;2022;clinical depression;psychiatry
